DB_entry	QC	QC_comment	Comments	RunID	IndexLibID	CapLibID	IndexLibIDCoreDB	CapLibIDCoreDB	p7	p5	SampleID	ExtractID	SampleType	ExperimentType	ProbeSet	Site	Description	CC_reads	CC_percent	RawSeqs	FilteredL35	Identified	%Hominid	Mapped	%Mapped	Unique	Duplication_Rate	5'CT	3'CT	5'CT(95%CI)	3'CT(95%CI)	cond5'CT(95%CI)	cond3'CT(95%CI)	Ancient	Deaminated(term3)	H_support	H_support_deam	N_support	N_support_deam	N-HST_support	N-HST_support_deam	HST_support	HST_support_deam	D_support	D_support_deam	D-S_support	D-S_support_deam	S_support	S_support_deam	H_der	H_deam_der	N_der	N_deam_der	N-HST_der	N-HST_deam_der	HST_der	HST_deam_der	D_der	D_deam_der	D-S_der	D-S_deam_der	S_der	S_deam_der	
567	passed		inclBV2020	160722	D5276	D2386	Lib.E.5539	Cap.H.1874	347	28	SP3832	E4295	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, layer 14.3 bulk eastside,  (vial 10: DCM14)	0	0	430412	423869	109047	77.3	105524	96.8	80856	1.31	41.4	22.5	40.8-42.0	22.0-23.1	37.7-42.6	21.3-24.5	++	20278	0.9% (47 / 5205)	1.6% (20 / 1213)	^^^98.5% (2171 / 2204)	^^^98.8% (488 / 494)	^^^98.0% (3249 / 3314)	^^^97.5% (755 / 774)	0.6% (32 / 5521)	0.6% (9 / 1446)	0.5% (64 / 12338)	0.7% (22 / 3161)	0.9% (133 / 14173)	1.2% (42 / 3618)	0.6% (66 / 10455)	0.7% (18 / 2698)	(5580:8)(8021:6)(8503:6)(9325:3)(10324:5)(11770:8)(13095:5)(13359:1)(13656:3)(13889:1)(15355:1)	(5580:3)(8021:4)(8503:2)(9325:2)(10324:2)(11770:4)(13095:2)(13359:1)	(438:192)(3808:306)(6200:263)(7127:208)(8386:163)(8986:351)(9027:310)(9456:148)(11950:230)	(438:46)(3808:60)(6200:68)(7127:37)(8386:37)(8986:76)(9027:81)(9456:27)(11950:56)	(417:157)(547:208)(3399:271)(4204:146)(4532:337)(5673:247)(7106:213)(7424:211)(8365:166)(10532:214)(11458:157)(13801:351)(15479:223)(15671:209)(16037:139)	(417:32)(547:61)(3399:71)(4204:31)(4532:83)(5673:47)(7106:38)(7424:56)(8365:46)(10532:38)(11458:46)(13801:87)(15479:51)(15671:40)(16037:28)	(7852:2)(8840:4)(11074:3)(11102:2)(11186:17)(13563:1)(13681:1)(14215:1)(14446:1)	(8840:1)(11074:1)(11102:1)(11186:5)(13563:1)	(534:3)(928:1)(3636:1)(3832:6)(3888:1)(3957:1)(4659:11)(4959:5)(5270:7)(5447:2)(6566:7)(7664:3)(7961:1)(9966:2)(10196:1)(13528:1)(13923:6)(14971:1)(15403:4)	(534:2)(928:1)(3832:3)(3957:1)(4659:1)(4959:1)(5270:5)(6566:3)(13528:1)(13923:2)(14971:1)(15403:1)	(486:2)(868:5)(1405:2)(2284:6)(3747:1)(4456:7)(4914:5)(4958:1)(6509:1)(6512:1)(6938:7)(7232:10)(7789:3)(8140:10)(8545:2)(9527:5)(9884:7)(11071:5)(11503:3)(11983:11)(12528:4)(12699:1)(14020:2)(14073:3)(14950:7)(15100:9)(15250:3)(15490:3)(15742:7)	(486:1)(868:1)(1405:1)(2284:1)(3747:1)(4914:1)(6512:1)(6938:3)(7232:3)(7789:2)(8140:6)(8545:1)(9527:1)(9884:2)(11071:2)(11503:1)(11983:5)(14073:3)(14950:2)(15100:1)(15490:1)(15742:2)	(2833:2)(3567:3)(3621:1)(4113:6)(4380:6)(5601:9)(6368:1)(6614:1)(6668:3)(7774:6)(11253:1)(11335:3)(11473:1)(13365:8)(13813:4)(13983:5)(14218:1)(14384:3)(15640:2)	(2833:1)(3567:2)(3621:1)(4113:1)(4380:2)(5601:2)(6614:1)(7774:1)(11335:1)(13365:2)(13813:1)(13983:2)(15640:1)	
568	passed			160722	D5277	D2387	Lib.E.5540	Cap.H.1875	348	29	SP3832	E4296	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, layer 14.3 bulk eastside,  (vial 10: DCM14)	0	0	464090	456294	770	0.5	313	40.6	158	1.98	43.2	23.7	28.3-59.0	11.4-40.2	0.0-60.2	0.0-84.2	++	44	14.3% (1 / 7)	0.0% (0 / 1)	^^^100.0% (4 / 4)	NA% (0 / 0)	^^^83.3% (5 / 6)	0.0% (0 / 1)	0.0% (0 / 9)	0.0% (0 / 1)	5.3% (1 / 19)	16.7% (1 / 6)	0.0% (0 / 24)	0.0% (0 / 13)	6.2% (1 / 16)	20.0% (1 / 5)	(11770:1)		(438:1)(3808:1)(7127:1)(11950:1)		(4204:1)(4532:1)(7106:1)(7424:2)				(3636:1)	(3636:1)			(6368:1)	(6368:1)	
569	passed			160722	D5278	D2388	Lib.E.5541	Cap.H.1876	349	30	SP3832	E4297	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, layer 14.3 bulk eastside,  (vial 10: DCM14)	1.9	0.000316	604205	593884	1179	0.5	362	30.7	124	2.92	31.0	18.2	15.3-50.8	7.0-35.5	0.0-97.5	0.0-97.5	+	27	^^80.0% (4 / 5)	^66.7% (2 / 3)	^66.7% (2 / 3)	100.0% (1 / 1)	33.3% (1 / 3)	NA% (0 / 0)	0.0% (0 / 3)	0.0% (0 / 1)	0.0% (0 / 11)	0.0% (0 / 4)	16.7% (2 / 12)	50.0% (1 / 2)	0.0% (0 / 6)	NA% (0 / 0)	(11770:4)	(11770:2)	(3808:1)(6200:1)	(3808:1)	(15671:1)						(6938:1)(7232:1)	(7232:1)			
570	passed		inclBV2020	160722	D5279	D2389	Lib.E.5542	Cap.H.1877	350	31	SP3854	E4298	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave,  lower part of layer 15 c (vial 32: DCE14-D3)	1.0	0.000212	494336	483640	3357	3.3	2206	65.7	159	13.87	46.3	35.1	30.7-62.6	20.2-52.5	1.3-98.7	0.5-71.6	++	51	^^^81.8% (9 / 11)	0.0% (0 / 1)	0.0% (0 / 4)	0.0% (0 / 3)	0.0% (0 / 7)	0.0% (0 / 4)	0.0% (0 / 10)	0.0% (0 / 3)	^^^53.3% (8 / 15)	^^^80.0% (4 / 5)	^23.8% (5 / 21)	^66.7% (2 / 3)	0.0% (0 / 14)	0.0% (0 / 5)	(2523:2)(4940:1)(5821:1)(5840:1)(8503:2)(11770:1)(13656:1)								(736:2)(5270:1)(7741:1)(7961:1)(13434:1)(15403:2)	(736:2)(13434:1)(15403:1)	(2284:1)(7316:1)(12714:1)(15742:1)(15941:1)	(7316:1)(12714:1)			
571	passed			160722	D5280	D2390	Lib.E.5543	Cap.H.1878	351	32	SP3854	E4299	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave,  lower part of layer 15 c (vial 32: DCE14-D3)	0	0	560201	549694	1852	1.7	1032	55.7	112	9.21	43.5	25.0	23.2-65.5	10.7-44.9	0.0-97.5	0.0-84.2	++	29	^^75.0% (6 / 8)	^^100.0% (2 / 2)	0.0% (0 / 2)	0.0% (0 / 1)	0.0% (0 / 5)	0.0% (0 / 2)	0.0% (0 / 6)	NA% (0 / 0)	16.7% (1 / 6)	100.0% (1 / 1)	^26.7% (4 / 15)	50.0% (1 / 2)	11.1% (1 / 9)	0.0% (0 / 1)	(11770:5)(13656:1)	(11770:2)							(736:1)	(736:1)	(3714:1)(7232:1)(9434:1)(15250:1)	(3714:1)	(5601:1)		
572	passed			160722	D5281	D2391	Lib.E.5544	Cap.H.1879	352	33	SP3854	E4300	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave,  lower part of layer 15 c (vial 32: DCE14-D3)	0	0	368559	361179	1873	3.3	1465	78.2	182	8.05	60.9	37.2	45.4-74.9	23.0-53.3	59.0-100.0	30.8-89.1	++	59	^^^47.1% (8 / 17)	16.7% (1 / 6)	0.0% (0 / 9)	0.0% (0 / 1)	0.0% (0 / 10)	0.0% (0 / 1)	0.0% (0 / 9)	0.0% (0 / 4)	^^^50.0% (11 / 22)	^^^100.0% (4 / 4)	^^^58.3% (7 / 12)	^^100.0% (2 / 2)	0.0% (0 / 19)	0.0% (0 / 4)	(7868:2)(7891:2)(8021:1)(8461:1)(11770:1)(12474:1)	(11770:1)							(534:1)(4659:2)(7961:1)(9966:1)(10196:1)(10966:1)(12193:1)(13923:1)(14971:1)(15403:1)	(534:1)(9966:1)(10966:1)(15403:1)	(868:1)(4456:1)(7232:1)(9899:1)(14073:1)(15250:1)(15742:1)	(9899:1)(15250:1)			
573	passed			160722	D5282	D2392	Lib.E.5545	Cap.H.1880	353	34	SP3854	E4301	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave,  lower part of layer 15 c (vial 32: DCE14-D3)	3.2	0.001566	206572	202447	633	1.7	378	59.7	97	3.90	29.0	25.0	14.2-48.0	10.7-44.9	19.4-99.4	29.2-100.0	++	21	^^^66.7% (6 / 9)	^^100.0% (2 / 2)	0.0% (0 / 3)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	^30.0% (3 / 10)	^^100.0% (2 / 2)	16.7% (1 / 6)	50.0% (1 / 2)	0.0% (0 / 14)	0.0% (0 / 4)	(5580:1)(8021:1)(8065:1)(11770:3)	(11770:2)							(4959:1)(12921:1)(15403:1)	(4959:1)(15403:1)	(4958:1)	(4958:1)			
574	passed		inclBV2020	160722	D5283	D2393	Lib.E.5546	Cap.H.1881	354	35	SP3854	E4302	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave,  lower part of layer 15 c (vial 32: DCE14-D3)	0.7	0.000323	228639	224772	944	3.4	694	73.5	232	2.99	50.0	45.5	37.0-63.0	33.1-58.2	29.0-96.3	16.7-76.6	++	74	^^^31.8% (7 / 22)	^37.5% (3 / 8)	0.0% (0 / 4)	0.0% (0 / 2)	0.0% (0 / 14)	0.0% (0 / 6)	0.0% (0 / 18)	0.0% (0 / 8)	^^^71.4% (10 / 14)	^^^100.0% (6 / 6)	^^^69.2% (9 / 13)	^^^100.0% (5 / 5)	0.0% (0 / 26)	0.0% (0 / 14)	(7868:1)(7891:1)(11770:4)(13656:1)	(11770:3)							(596:1)(736:1)(928:1)(3832:1)(4659:1)(8488:1)(9080:1)(13434:1)(13528:1)(15403:1)	(736:1)(928:1)(3832:1)(4659:1)(9080:1)(13434:1)	(3714:1)(3747:1)(6938:1)(9254:1)(9434:1)(11503:1)(13827:1)(14007:1)(15100:1)	(3747:1)(9434:1)(11503:1)(13827:1)(15100:1)			
575	passed		inclBV2020	160722	D5284	D2394	Lib.E.5547	Cap.H.1882	355	36	SP3854	E4303	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave,  lower part of layer 15 c (vial 32: DCE14-D3)	0.6	0.000123	500743	492959	1285	1.4	716	55.7	183	3.91	33.3	28.3	20.4-48.4	16.8-42.3	0.6-80.6	0.4-57.9	++	48	^^^63.2% (12 / 19)	^^87.5% (7 / 8)	0.0% (0 / 9)	0.0% (0 / 2)	0.0% (0 / 2)	0.0% (0 / 1)	0.0% (0 / 7)	NA% (0 / 0)	^^^41.2% (7 / 17)	^66.7% (2 / 3)	^^^36.4% (4 / 11)	^^100.0% (2 / 2)	0.0% (0 / 16)	0.0% (0 / 2)	(2056:1)(2831:1)(11770:9)(13889:1)	(11770:7)							(736:1)(928:1)(3832:1)(3957:1)(4659:1)(5270:1)(10742:1)	(928:1)(3957:1)	(3714:1)(6512:1)(12311:1)(13827:1)	(6512:1)(13827:1)			
583	passed			160722	D5292	D2402	Lib.E.5555	Cap.H.1890	363	44	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	3.8	0.000781	490347	480275	2390	2.5	1485	62.1	84	17.68	46.2	36.4	26.6-66.6	17.2-59.3	0.0-97.5	0.0-52.2	++	31	0.0% (0 / 3)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	0.0% (0 / 1)	0.0% (0 / 15)	0.0% (0 / 6)	0.0% (0 / 11)	0.0% (0 / 6)	0.0% (0 / 5)	0.0% (0 / 3)															
584	passed			160722	D5293	D2403	Lib.E.5556	Cap.H.1891	364	45	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	0.7	0.000143	492183	483280	2631	2.5	1770	67.3	90	19.67	42.3	15.0	23.4-63.1	3.2-37.9	N/A-N/A	0.0-84.2	+	30	^^^80.0% (4 / 5)	50.0% (1 / 2)	100.0% (1 / 1)	NA% (0 / 0)	50.0% (1 / 2)	NA% (0 / 0)	0.0% (0 / 3)	0.0% (0 / 1)	0.0% (0 / 6)	0.0% (0 / 1)	0.0% (0 / 9)	0.0% (0 / 3)	0.0% (0 / 4)	0.0% (0 / 3)	(2056:1)(4940:1)(15148:2)	(4940:1)	(7127:1)		(7106:1)										
585	passed			160722	D5294	D2404	Lib.E.5557	Cap.H.1892	365	46	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	4.2	0.001073	394284	385273	2211	2.5	1498	67.8	82	18.27	65.5	39.1	45.7-82.1	19.7-61.5	15.8-100.0	5.3-85.3	++	40	100.0% (1 / 1)	NA% (0 / 0)	100.0% (1 / 1)	NA% (0 / 0)	^66.7% (2 / 3)	^^100.0% (2 / 2)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 14)	0.0% (0 / 9)	0.0% (0 / 7)	0.0% (0 / 1)	(4940:1)		(6200:1)		(4532:2)	(4532:2)									
587	passed			160801	D5349	D2487	Lib.E.6225	Cap.H.1925	340	33	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	0	0	1894113	1853249	10209	2.7	6499	63.7	148	43.91	40.0	36.2	26.4-54.8	22.7-51.5	19.4-99.4	19.4-99.4	++	58	0.0% (0 / 4)	0.0% (0 / 1)	^^^100.0% (5 / 5)	^^^100.0% (4 / 4)	^^^100.0% (5 / 5)	100.0% (1 / 1)	0.0% (0 / 6)	0.0% (0 / 1)	0.0% (0 / 20)	0.0% (0 / 5)	0.0% (0 / 12)	0.0% (0 / 2)	0.0% (0 / 15)	0.0% (0 / 6)			(3808:2)(6200:1)(9456:1)(11950:1)	(3808:1)(6200:1)(9456:1)(11950:1)	(547:3)(4204:1)(4532:1)	(4532:1)									
588	passed			160801	D5350	D2488	Lib.E.6226	Cap.H.1926	341	34	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	12.6	0.000587	2138593	2095567	12939	2.4	8163	63.1	132	61.84	55.6	39.1	38.1-72.1	25.1-54.6	5.3-85.3	3.7-71.0	++	56	20.0% (1 / 5)	0.0% (0 / 1)	0.0% (0 / 1)	NA% (0 / 0)	^^100.0% (2 / 2)	NA% (0 / 0)	0.0% (0 / 6)	0.0% (0 / 2)	0.0% (0 / 17)	0.0% (0 / 11)	7.1% (1 / 14)	25.0% (1 / 4)	0.0% (0 / 16)	0.0% (0 / 2)	(12474:1)				(11458:1)(15479:1)						(8140:1)	(8140:1)			
589	passed			160801	D5351	D2489	Lib.E.6227	Cap.H.1927	342	35	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	3.3	0.000163	2014853	1977825	11399	2.5	7063	62.0	143	49.39	41.0	25.0	25.6-57.9	13.2-40.3	6.8-93.2	6.8-93.2	++	45	28.6% (2 / 7)	^40.0% (2 / 5)	100.0% (1 / 1)	NA% (0 / 0)	^50.0% (2 / 4)	100.0% (1 / 1)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 19)	0.0% (0 / 6)	0.0% (0 / 9)	0.0% (0 / 2)	0.0% (0 / 16)	0.0% (0 / 3)	(8503:1)(15148:1)	(8503:1)(15148:1)	(9456:1)		(4532:1)(11458:1)	(4532:1)									
590	passed			160801	D5352	D2490	Lib.E.6228	Cap.H.1928	343	36	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	1.1	0.000048	2367994	2324870	17618	3.0	11793	66.9	169	69.78	32.0	24.4	19.5-46.7	12.4-40.3	9.4-99.2	3.2-65.1	++	46	^^^75.0% (3 / 4)	0.0% (0 / 1)	0.0% (0 / 1)	NA% (0 / 0)	11.1% (1 / 9)	100.0% (1 / 1)	0.0% (0 / 8)	0.0% (0 / 1)	0.0% (0 / 13)	0.0% (0 / 4)	0.0% (0 / 14)	0.0% (0 / 5)	0.0% (0 / 22)	0.0% (0 / 6)	(2523:1)(8065:1)(13359:1)				(11458:1)	(11458:1)									
591	passed			160801	D5353	D2491	Lib.E.6229	Cap.H.1929	344	37	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	1.0	0.000044	2322895	2226239	807880	90.9	780503	96.6	1187	657.54	29.5	14.5	24.3-35.2	10.5-19.3	13.9-68.4	12.8-64.9	++	153	^^^76.0% (76 / 100)	15.4% (2 / 13)	4.8% (1 / 21)	NA% (0 / 0)	^^^22.9% (16 / 70)	^^^57.1% (4 / 7)	0.0% (0 / 60)	0.0% (0 / 2)	0.5% (1 / 188)	0.0% (0 / 25)	0.0% (0 / 196)	0.0% (0 / 12)	0.7% (1 / 145)	0.0% (0 / 27)	(2523:3)(4940:4)(5580:3)(5821:1)(5840:5)(6266:1)(8021:6)(8065:10)(9325:2)(10324:2)(11770:8)(12474:3)(13095:2)(13359:3)(13656:10)(13889:5)(15148:5)(15355:1)(15443:2)	(5580:1)(5840:1)	(3808:1)		(547:5)(3399:1)(4532:7)(13801:2)(15479:1)	(3399:1)(13801:2)(15479:1)			(15562:1)				(12768:1)		
592	passed			160801	D5354	D2492	Lib.E.6230	Cap.H.1930	345	38	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	8.5	0.000328	2605281	2506028	890436	91.0	856091	96.1	976	877.14	27.3	19.5	21.5-33.8	14.9-24.9	57.2-98.2	30.6-73.2	++	157	^^^68.0% (51 / 75)	11.1% (1 / 9)	16.7% (3 / 18)	100.0% (1 / 1)	^^^38.1% (8 / 21)	100.0% (1 / 1)	1.5% (1 / 68)	7.1% (1 / 14)	0.0% (0 / 190)	0.0% (0 / 27)	0.7% (1 / 142)	7.7% (1 / 13)	0.8% (1 / 121)	6.7% (1 / 15)	(5580:2)(5821:2)(5840:5)(8021:1)(8503:2)(9325:4)(10324:4)(13095:5)(13656:5)(13889:9)(15148:5)(15355:7)	(13889:1)	(438:2)(8986:1)	(438:1)	(7424:4)(10532:2)(13801:1)(15671:1)	(10532:1)	(789:1)	(789:1)			(9899:1)	(9899:1)	(5601:1)	(5601:1)	
593	passed			160801	D5355	D2493	Lib.E.6231	Cap.H.1931	346	39	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	0	0	2182420	2079874	847095	96.9	821628	97.0	2152	381.80	11.0	9.4	8.6-13.9	6.9-12.5	21.3-73.4	19.8-70.1	+	165	^^^92.3% (205 / 222)	^^^40.0% (6 / 15)	^^19.5% (24 / 123)	^^66.7% (6 / 9)	3.4% (4 / 118)	25.0% (2 / 8)	0.0% (0 / 150)	0.0% (0 / 11)	0.5% (2 / 380)	0.0% (0 / 31)	0.5% (2 / 442)	0.0% (0 / 13)	0.9% (3 / 341)	5.4% (2 / 37)	(2056:4)(2523:13)(2831:7)(4940:8)(5580:4)(5821:8)(5840:8)(6266:3)(7868:19)(7891:10)(8021:19)(8065:13)(8461:5)(8503:9)(9325:7)(11770:18)(12474:2)(13359:23)(13656:14)(13889:1)(15148:2)(15355:5)(15443:3)	(2831:1)(6266:1)(7868:1)(8065:2)(11770:1)	(7127:6)(8986:18)	(7127:1)(8986:5)	(417:1)(5673:1)(10532:1)(13801:1)	(5673:1)(10532:1)			(3957:1)(5447:1)		(9527:1)(9530:1)		(5601:3)	(5601:2)	
594	passed			160801	D5356	D2494	Lib.E.6232	Cap.H.1932	347	40	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	5.2	0.000235	2204871	2117618	785291	90.0	746570	95.1	1023	729.78	28.6	23.9	23.0-34.7	18.6-30.0	39.0-94.0	28.9-82.3	++	165	^^^74.5% (76 / 102)	^^^38.5% (5 / 13)	12.5% (5 / 40)	0.0% (0 / 4)	^^^24.1% (7 / 29)	0.0% (0 / 2)	2.8% (2 / 71)	11.1% (1 / 9)	0.8% (2 / 242)	0.0% (0 / 33)	0.0% (0 / 115)	0.0% (0 / 22)	0.8% (1 / 127)	0.0% (0 / 18)	(2056:1)(2523:2)(2831:6)(4940:5)(5580:8)(5821:4)(5840:3)(6266:9)(7868:1)(8461:2)(10324:1)(11770:4)(12474:1)(13359:7)(13656:1)(13889:14)(15148:2)(15355:5)	(2831:1)(4940:1)(6266:2)(15355:1)	(438:2)(3808:1)(6200:1)(7127:1)		(417:2)(547:1)(4532:3)(7106:1)		(9410:1)(14215:1)	(9410:1)	(5539:1)(14662:1)				(14218:1)		
595	passed			160801	D5357	D2495	Lib.E.6233	Cap.H.1933	348	41	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	9.2	0.000419	2186113	2106788	755609	90.4	727082	96.2	876	830.00	21.9	16.1	16.4-28.3	11.3-21.9	14.7-94.7	8.5-75.5	++	121	^^^71.4% (45 / 63)	20.0% (1 / 5)	^^^35.7% (10 / 28)	^^100.0% (2 / 2)	^^^25.5% (13 / 51)	^^^100.0% (3 / 3)	0.0% (0 / 54)	0.0% (0 / 9)	0.0% (0 / 172)	0.0% (0 / 21)	0.0% (0 / 165)	0.0% (0 / 18)	0.7% (1 / 138)	0.0% (0 / 8)	(2831:1)(4940:4)(5821:3)(5840:1)(6266:2)(7868:3)(7891:3)(8021:2)(8461:4)(8503:4)(9325:2)(11770:2)(13095:1)(13359:1)(13656:5)(13889:2)(15148:2)(15355:3)	(5821:1)	(6200:2)(7127:2)(8386:1)(8986:2)(9027:3)	(8386:1)(8986:1)	(417:2)(547:1)(7106:3)(8365:1)(13801:1)(15479:4)(15671:1)	(547:1)(8365:1)(15671:1)							(11253:1)		
596	passed			160801	D5358	D2496	Lib.E.6234	Cap.H.1934	349	42	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	15.0	0.000772	1945709	1855475	673389	93.8	656214	97.4	1081	607.04	23.1	18.2	18.2-28.7	14.0-23.0	32.3-83.7	27.8-77.0	++	161	^^^78.1% (82 / 105)	^^^54.5% (6 / 11)	3.7% (1 / 27)	100.0% (1 / 1)	10.7% (6 / 56)	20.0% (1 / 5)	0.0% (0 / 51)	0.0% (0 / 7)	0.0% (0 / 159)	0.0% (0 / 19)	0.5% (1 / 205)	0.0% (0 / 27)	1.2% (2 / 166)	0.0% (0 / 15)	(2523:5)(4940:4)(5580:5)(5840:2)(6266:9)(8021:6)(8065:6)(8461:1)(8503:2)(9325:4)(10324:8)(11770:4)(13095:1)(13359:12)(13656:4)(13889:1)(15355:7)(15443:1)	(8021:1)(8065:1)(9325:2)(15355:2)	(9027:1)	(9027:1)	(417:2)(3399:1)(5673:2)(13801:1)	(417:1)					(7316:1)		(11253:1)(13365:1)		
597	passed			160801	D5359	D2497	Lib.E.6235	Cap.H.1935	350	43	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	18.9	0.000782	2412954	2330962	868999	90.5	835637	96.2	1179	708.77	24.1	15.7	19.6-29.0	11.8-20.3	32.9-81.6	25.7-70.2	++	190	^^^76.0% (57 / 75)	21.4% (3 / 14)	13.9% (5 / 36)	^^^50.0% (3 / 6)	^^^22.6% (12 / 53)	^^^70.0% (7 / 10)	0.0% (0 / 104)	0.0% (0 / 14)	0.0% (0 / 189)	0.0% (0 / 25)	0.9% (2 / 232)	0.0% (0 / 32)	0.0% (0 / 147)	0.0% (0 / 20)	(2056:1)(2831:1)(4940:6)(5580:4)(5821:1)(5840:1)(6266:12)(8021:2)(8065:2)(8503:2)(9325:6)(10324:1)(11770:10)(13656:1)(13889:2)(15443:5)	(8021:1)(8065:1)(11770:1)	(3808:1)(9027:3)(11950:1)	(3808:1)(9027:1)(11950:1)	(547:2)(3399:1)(4204:4)(4532:2)(5673:1)(15671:2)	(547:1)(4204:4)(4532:1)(15671:1)					(8545:2)				
599	passed			160812	L5760	D2639	Lib.E.6203	Cap.H.1996	461	61	SP3833	E4273	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	0	0	1897667	1875021	5659	0.9	4444	78.5	676	6.57	25.0	35.4	18.7-32.3	25.9-45.8	21.2-86.3	29.0-96.3	++	108	^^^57.5% (23 / 40)	0.0% (0 / 5)	^^^42.9% (6 / 14)	NA% (0 / 0)	^18.2% (4 / 22)	^^100.0% (2 / 2)	2.3% (1 / 43)	50.0% (1 / 2)	1.0% (1 / 102)	0.0% (0 / 9)	0.0% (0 / 111)	0.0% (0 / 16)	1.2% (1 / 81)	0.0% (0 / 5)	(2523:1)(6266:1)(7868:1)(7891:2)(8021:1)(8065:2)(9325:1)(10324:1)(11770:4)(12474:1)(13095:2)(13359:1)(13656:1)(13889:2)(15355:2)		(3808:1)(6200:1)(7127:1)(8386:1)(9027:1)(9456:1)		(4532:1)(7424:1)(8365:1)(15479:1)	(4532:1)(15479:1)	(14446:1)	(14446:1)	(9966:1)				(6614:1)		
600	passed			160812	L5761	D2640	Lib.E.6204	Cap.H.1997	462	62	SP3833	E4274	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	0	0	1835407	1812931	5779	0.6	4113	71.2	243	16.93	35.3	58.8	22.4-49.9	40.7-75.4	0.6-80.6	2.5-100.0	++	56	^^^44.4% (8 / 18)	0.0% (0 / 3)	^^100.0% (2 / 2)	NA% (0 / 0)	^^^70.0% (7 / 10)	^^100.0% (2 / 2)	0.0% (0 / 16)	0.0% (0 / 5)	0.0% (0 / 42)	0.0% (0 / 7)	0.0% (0 / 43)	0.0% (0 / 12)	3.6% (1 / 28)	9.1% (1 / 11)	(2056:1)(5580:1)(6266:1)(7868:1)(8021:1)(11770:1)(12474:1)(15148:1)		(6200:1)(8386:1)		(5673:1)(7106:1)(7424:1)(10532:1)(15479:1)(15671:1)(16037:1)	(7106:1)(16037:1)							(7774:1)	(7774:1)	
