Summary table of all sediment samples,,,,,,,,,,,,,,,,,
Data source refers to the step in the screening of samples,,,,,,,,,,,,,,,,,
Controls are identified in SampleID column: ENC=Extraction Negative Control; LNC=Library Negataive Control,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Data Source,Chamber (Section),Library PlateID,Layer,MPI-EVA sample ID,Field sampleID,Sub-sample/lysate ID,Input for DNA extraction (mg),Extract ID,Number of molecules in library,Control oligo copies in library,Indexed library ID,Captured library ID - mammalian mtDNA,ENA Accession ID,Ancient mammalian mtDNA present,Captured library ID - human mtDNA,ENA Accession ID,Ancient hominin mtDNA present
Additional sub-sample,,Pl_521,20,SP6731,M76 ,LYS8320,115.8,E17094,2.47E+10,6.90E+05,A27416,NA,,NA,B32945,ERS6160821,Yes
Additional sub-sample,,Pl_521,20,SP6731,M76 ,LYS8321,88.7,E17095,4.61E+10,9.05E+05,A27417,NA,,NA,B32946,ERS6160822,Yes
Additional sub-sample,,Pl_521,20,SP6737,M82 ,LYS8322,60.5,E17096,1.02E+11,7.58E+05,A27418,NA,,NA,B32947,ERS6160823,No
Additional sub-sample,,Pl_521,20,SP6737,M82 ,LYS8323,51.7,E17097,7.91E+10,9.77E+05,A27419,NA,,NA,B32948,ERS6160824,No
Additional sub-sample,,Pl_521,,ENC,,,,E17098,2.14E+10,1.17E+06,A27420,NA,,NA,NA,,NA
Additional sub-sample,,Pl_521,,LNC,,,,,1.23E+08,1.22E+06,A27421,NA,,NA,B32949,ERS6160825,No
Additional sub-sample,,Pl_521,20,SP6828,M174 ,LYS8324,71.9,E17099,6.44E+10,8.40E+04,A27424,NA,,NA,B32950,ERS6160826,Yes
Additional sub-sample,,Pl_521,20,SP6828,M174 ,LYS8325,54.7,E17100,5.13E+10,9.14E+04,A27425,NA,,NA,B32951,ERS6160827,Yes
Additional sub-sample,,Pl_521,,ENC,,LYS8326,,E17101,1.52E+08,1.29E+06,A27426,NA,,NA,B32952,ERS6160828,No
Additional sub-sample,,Pl_521,12.2,SP6850,M196 ,LYS8327,56,E17102,8.08E+10,1.67E+05,A27427,NA,,NA,B32953,ERS6160829,No
Additional sub-sample,,Pl_521,12.2,SP6850,M196 ,LYS8328,91.1,E17103,6.17E+10,1.00E+05,A27428,NA,,NA,B32954,ERS6160830,Yes
Additional sub-sample,,Pl_521,11.3,SP6855,M201 ,LYS8329,84.4,E17104,9.56E+10,1.32E+05,A27429,NA,,NA,B32955,ERS6160831,No
Additional sub-sample,,Pl_521,11.3,SP6855,M201 ,LYS8330,61,E17105,2.43E+10,4.18E+04,A27430,NA,,NA,B32956,ERS6160832,No
Additional sub-sample,,Pl_521,12.2,SP6865,M211 ,LYS8331,68.7,E17106,8.26E+10,2.59E+05,A27431,NA,,NA,B32957,ERS6160833,No
Additional sub-sample,,Pl_521,12.2,SP6865,M211 ,LYS8332,63.5,E17107,2.32E+11,5.41E+05,A27432,NA,,NA,B32958,ERS6160834,Yes
Additional sub-sample,,Pl_521,20,SP6889,M235 ,LYS8333,79.3,E17108,4.21E+10,1.62E+05,A27433,NA,,NA,B32959,ERS6160835,Yes
Additional sub-sample,,Pl_521,20,SP6889,M235 ,LYS8334,78,E17109,4.80E+10,2.65E+05,A27434,NA,,NA,B32960,ERS6160836,Yes
Additional sub-sample,,Pl_521,dMP,SP7251,S127 ,LYS8335,118.6,E17110,8.48E+10,4.25E+05,A27435,NA,,NA,B32961,ERS6160837,Yes
Additional sub-sample,,Pl_521,dMP,SP7251,S127 ,LYS8336,93.2,E17111,1.19E+11,5.67E+05,A27436,NA,,NA,B32962,ERS6160838,Yes
Additional sub-sample,,Pl_521,,ENC,,LYS8337,,E17112,1.18E+08,1.25E+06,A27437,NA,,NA,B32963,ERS6160839,No
Additional sub-sample,,Pl_521,15,SP7328,E2,LYS8338,46.5,E17113,3.85E+10,7.84E+04,A27438,NA,,NA,B32964,ERS6160840,No
Additional sub-sample,,Pl_521,15,SP7328,E2,LYS8339,90.7,E17114,4.02E+10,4.93E+04,A27439,NA,,NA,B32965,ERS6160841,No
Additional sub-sample,,Pl_521,14,SP7334,E8,LYS8340,62.4,E17115,3.18E+10,1.62E+05,A27440,NA,,NA,B32967,ERS6160842,Yes
Additional sub-sample,,Pl_521,14,SP7334,E8,LYS8341,61.6,E17116,3.14E+10,1.79E+05,A27441,NA,,NA,B32968,ERS6160843,Yes
Additional sub-sample,,Pl_521,14,SP7336,E10,LYS8342,55.9,E17117,1.63E+10,9.11E+04,A27442,NA,,NA,B32969,ERS6160844,No
Additional sub-sample,,Pl_521,14,SP7336,E10,LYS8343,61.4,E17118,2.02E+10,1.02E+05,A27443,NA,,NA,B32970,ERS6160845,No
Additional sub-sample,,Pl_521,14,SP7346,E20,LYS8344,77.4,E17119,2.80E+10,9.65E+04,A27444,NA,,NA,B32971,ERS6160846,Yes
Additional sub-sample,,Pl_521,,ENC,,,,E17120,2.25E+10,1.12E+06,A27445,NA,,NA,NA,,NA
Additional sub-sample,,Pl_521,,LNC,,,,,1.30E+08,1.24E+06,A27446,NA,,NA,B32972,ERS6160847,No
Additional sub-sample,,Pl_521,14,SP7346,E20,LYS8345,57.1,E17121,2.19E+10,1.41E+05,A27448,NA,,NA,B32973,ERS6160848,Yes
Additional sub-sample,,Pl_521,15,SP7349,E23,LYS8346,44,E17122,1.30E+10,4.27E+04,A27449,NA,,NA,B32974,ERS6160849,No
Additional sub-sample,,Pl_521,15,SP7349,E23,LYS8347,60.8,E17123,1.04E+10,1.90E+04,A27450,NA,,NA,B32975,ERS6160850,No
Additional sub-sample,,Pl_521,,ENC,,LYS8348,,E17124,1.24E+08,1.25E+06,A27451,NA,,NA,B32976,ERS6160851,No
Additional sub-sample,,Pl_521,14,SP7425,E99,LYS8349,78.4,E17125,2.70E+10,1.29E+05,A27452,NA,,NA,B32977,ERS6160852,Yes
Additional sub-sample,,Pl_521,14,SP7425,E99,LYS8350,60,E17126,2.46E+10,1.49E+05,A27453,NA,,NA,B32978,ERS6160853,No
Additional sub-sample,,Pl_521,14,SP7430,E104,LYS8351,80.5,E17127,2.59E+10,5.95E+04,A27454,NA,,NA,B32979,ERS6160854,No
Additional sub-sample,,Pl_521,14,SP7430,E104,LYS8352,75.6,E17128,2.69E+10,6.90E+04,A27455,NA,,NA,B32980,ERS6160855,Yes
Additional sub-sample,,Pl_521,15,SP7446,E126,LYS8353,68.3,E17129,3.42E+10,2.31E+05,A27456,NA,,NA,B32981,ERS6160856,Yes
Additional sub-sample,,Pl_521,15,SP7446,E126,LYS8354,117.7,E17130,2.42E+10,1.34E+05,A27457,NA,,NA,B32982,ERS6160857,No
Additional sub-sample,,Pl_521,14,SP7449,E129,LYS8355,97.8,E17131,3.41E+10,3.13E+05,A27458,NA,,NA,B32983,ERS6160858,Yes
Additional sub-sample,,Pl_521,14,SP7449,E129,LYS8356,90.1,E17132,3.42E+10,2.14E+05,A27459,NA,,NA,B32984,ERS6160859,Yes
Additional sub-sample,,Pl_521,15,SP7453,E133,LYS8357,79.1,E17133,5.63E+10,2.17E+05,A27460,NA,,NA,B32985,ERS6160860,No
Additional sub-sample,,Pl_521,15,SP7453,E133,LYS8358,79,E17134,9.13E+10,2.40E+05,A27461,NA,,NA,B32986,ERS6160861,No
Additional sub-sample,,Pl_521,,ENC,,LYS8359,,E17135,1.56E+07,1.11E+05,A27462,NA,,NA,B32987,ERS6160862,No
Additional sub-sample,,Pl_521,14,SP7454,E134,LYS8360,72.6,E17136,3.79E+10,1.13E+05,A27463,NA,,NA,B32988,ERS6160863,No
Additional sub-sample,,Pl_521,14,SP7454,E134,LYS8361,115.1,E17137,1.13E+11,2.96E+05,A27464,NA,,NA,B32989,ERS6160864,No
Additional sub-sample,,Pl_521,14,SP7459,E139,LYS8362,91.6,E17138,3.53E+10,2.88E+05,A27465,NA,,NA,B32990,ERS6160865,No
Additional sub-sample,,Pl_521,14,SP7459,E139,LYS8363,83.7,E17139,3.78E+10,2.27E+05,A27466,NA,,NA,B32991,ERS6160866,Yes
Additional sub-sample,,Pl_521,11.3,SP7541,E221 ,LYS8364,73.9,E17140,1.30E+11,2.05E+05,A27467,NA,,NA,B32992,ERS6160867,No
Additional sub-sample,,Pl_521,,LNC,,,,,1.40E+08,1.32E+06,A27469,NA,,NA,B32993,ERS6160868,No
Additional sub-sample,,Pl_521,11.3,SP7541,E221 ,LYS8365,71.45,E17142,1.26E+11,2.08E+05,A27472,NA,,NA,B32994,ERS6160869,Yes
Additional sub-sample,,Pl_521,11.3,SP7547,E227 ,LYS8366,79.1,E17143,6.88E+10,9.43E+04,A27473,NA,,NA,B32995,ERS6160870,Yes
Additional sub-sample,,Pl_521,11.3,SP7547,E227 ,LYS8367,68.9,E17144,5.59E+10,9.82E+04,A27474,NA,,NA,B32996,ERS6160871,No
Additional sub-sample,,Pl_521,11.2,SP7567,E247 ,LYS8368,92,E17145,7.23E+10,2.13E+05,A27475,NA,,NA,B32997,ERS6160872,No
Additional sub-sample,,Pl_521,11.2,SP7567,E247 ,LYS8369,63.6,E17146,8.07E+10,2.76E+05,A27476,NA,,NA,B32998,ERS6160873,No
Additional sub-sample,,Pl_521,11.2,SP7572,E252 ,LYS8370,95.5,E17147,6.38E+10,1.63E+05,A27477,NA,,NA,B32999,ERS6160874,Yes
Additional sub-sample,,Pl_521,11.2,SP7572,E252 ,LYS8371,62.1,E17148,8.75E+10,2.68E+05,A27478,NA,,NA,B33000,ERS6160875,No
Additional sub-sample,,Pl_521,11.1/11.2,SP7573,E253 ,LYS8372,103,E17149,9.09E+10,4.08E+05,A27479,NA,,NA,B33001,ERS6160876,No
Additional sub-sample,,Pl_521,11.1/11.2,SP7573,E253 ,LYS8373,62,E17150,1.43E+11,6.05E+05,A27480,NA,,NA,B33002,ERS6160877,Yes
Additional sub-sample,,Pl_521,,ENC,,LYS8374,,E17151,1.27E+08,1.17E+06,A27481,NA,,NA,B33003,ERS6160878,No
Additional lysate aliquot,,PI_459,20,SP6731,M76 ,Lys10333,69.3,E20630,5.42E+10,8.71E+05,A36052,NA,,NA,B43380,ERS6160964,Yes
Additional lysate aliquot,,PI_459,20,SP6731,M76 ,Lys10333,69.3,E20631,4.88E+10,6.60E+05,A36053,NA,,NA,B43381,ERS6160965,Yes
Additional lysate aliquot,,PI_459,20,SP6731,M76 ,Lys10333,69.3,E20632,4.80E+10,7.54E+05,A36054,NA,,NA,B43382,ERS6160966,Yes
Additional lysate aliquot,,PI_459,20,SP6731,M76 ,Lys10333,69.3,E20633,5.11E+10,6.32E+05,A36055,NA,,NA,B43383,ERS6160967,Yes
Additional lysate aliquot,,PI_459,20,SP6731,M76 ,Lys10333,69.3,E20634,5.97E+10,7.19E+05,A36056,NA,,NA,B43384,ERS6160968,Yes
Additional lysate aliquot,,PI_459,20,SP6731,M76 ,Lys10333,69.3,E20635,2.94E+10,4.82E+05,A36057,NA,,NA,B43385,ERS6160969,Yes
Additional lysate aliquot,,Pl_415,pdd-12,SP7160,S36 ,Lys2657,68.9,E16992,5.72E+10,1.49E+05,A27208,NA,,NA,B32841,ERS6160719,No
Additional lysate aliquot,,Pl_415,pdd-12,SP7177,S53 ,Lys2676,75.8,E16993,1.36E+11,4.92E+05,A27209,NA,,NA,B32842,ERS6160720,No
Additional lysate aliquot,,Pl_415,11,SP7214,S90 ,Lys2715,71.3,E16994,1.24E+11,6.83E+05,A27210,NA,,NA,B32843,ERS6160721,Yes
Additional lysate aliquot,,Pl_415,dMP,SP7236,S112 ,Lys2739,71.2,E16995,2.31E+11,5.29E+05,A27211,NA,,NA,B32844,ERS6160722,Yes
Additional lysate aliquot,,Pl_415,dMP,SP7251,S127 ,Lys2755,84.8,E16996,1.09E+11,3.64E+05,A27212,NA,,NA,B32845,ERS6160723,Yes
Additional lysate aliquot,,Pl_415,dMP,SP7252,S128 ,Lys2756,113.3,E16997,7.71E+10,5.33E+05,A27213,NA,,NA,B32846,ERS6160724,Yes
Additional lysate aliquot,,Pl_415,dMP,SP7253,S129 ,Lys2757,49.6,E16998,9.15E+10,4.59E+05,A27214,NA,,NA,B32847,ERS6160725,Yes
Additional lysate aliquot,,Pl_415,dMP,SP7273,S149 ,Lys2778,114,E16999,1.19E+11,5.14E+05,A27215,NA,,NA,B32848,ERS6160726,Yes
Additional lysate aliquot,,Pl_415,dMP,SP7286,S162 ,Lys2792,83,E17000,6.98E+10,6.13E+05,A27216,NA,,NA,B32849,ERS6160727,No
Additional lysate aliquot,,Pl_415,15,SP7328,E2,Lys2838,57.8,E17001,4.46E+10,2.62E+05,A27217,NA,,NA,B32850,ERS6160728,Yes
Additional lysate aliquot,,Pl_415,14,SP7334,E8,Lys2845,65.1,E17002,3.51E+10,2.73E+05,A27218,NA,,NA,B32851,ERS6160729,Yes
Additional lysate aliquot,,Pl_415,14,SP7336,E10,Lys2847,42.6,E17003,1.30E+10,2.91E+05,A27219,NA,,NA,B32852,ERS6160730,No
Additional lysate aliquot,,Pl_415,,ENC,,,,E17004,2.30E+10,1.05E+06,A27220,NA,,NA,,,
Additional lysate aliquot,,Pl_415,,LNC,,,,,1.10E+08,1.11E+06,A27221,NA,,NA,B32853,ERS6160731,No
Additional lysate aliquot,,Pl_415,14,SP7346,E20,Lys2857,69.8,E17005,2.73E+10,2.69E+05,A27224,NA,,NA,B32854,ERS6160732,Yes
Additional lysate aliquot,,Pl_415,15,SP7349,E23,Lys2860,87.6,E17006,2.57E+10,3.48E+04,A27225,NA,,NA,B32855,ERS6160733,No
Additional lysate aliquot,,Pl_415,13,SP7374,E48,Lys2887,60.8,E17007,1.57E+11,7.82E+05,A27226,NA,,NA,B32856,ERS6160734,No
Additional lysate aliquot,,Pl_415,12.3,SP7406,E80,Lys2922,70.9,E17008,1.87E+11,8.51E+05,A27227,NA,,NA,B32857,ERS6160735,No
Additional lysate aliquot,,Pl_415,12.3,SP7409,E83,Lys2925,70.9,E17009,9.25E+10,9.18E+05,A27228,NA,,NA,B32858,ERS6160736,No
Additional lysate aliquot,,Pl_415,14,SP7425,E99,Lys2942,68.5,E17010,2.79E+10,3.95E+05,A27229,NA,,NA,B32859,ERS6160737,Yes
Additional lysate aliquot,,Pl_415,14,SP7430,E104,Lys2947,73.4,E17011,3.85E+10,3.44E+05,A27230,NA,,NA,B32860,ERS6160738,No
Additional lysate aliquot,,Pl_415,15,SP7446,E126,Lys2964,107.4,E17012,1.88E+10,3.74E+05,A27231,NA,,NA,B32861,ERS6160739,No
Additional lysate aliquot,,Pl_415,14,SP7449,E129,Lys2967,110.5,E17013,1.68E+10,5.13E+05,A27232,NA,,NA,B32862,ERS6160740,No
Additional lysate aliquot,,Pl_415,14,SP7451,E131,Lys2969,80.8,E17014,2.78E+10,7.05E+05,A27233,NA,,NA,B32863,ERS6160741,No
Additional lysate aliquot,,Pl_415,15,SP7453,E133,Lys2971,63.1,E17015,7.57E+10,7.38E+05,A27234,NA,,NA,B32864,ERS6160742,No
Additional lysate aliquot,,Pl_415,14,SP7454,E134,Lys2972,93,E17016,1.23E+11,9.14E+05,A27235,NA,,NA,B32865,ERS6160743,No
Additional lysate aliquot,,Pl_415,14,SP7459,E139,Lys2977,72.7,E17017,4.28E+10,5.34E+05,A27236,NA,,NA,B32866,ERS6160744,No
Additional lysate aliquot,,Pl_415,14,SP7466,E146,Lys2985,106.5,E17018,2.96E+10,5.55E+05,A27237,NA,,NA,B32867,ERS6160745,Yes
Additional lysate aliquot,,Pl_415,14,SP7479,E159 ,Lys3000,91.4,E17019,8.43E+09,9.06E+03,A27238,NA,,NA,B32868,ERS6160746,Yes
Additional lysate aliquot,,Pl_415,12.3,SP7495,E175 ,Lys3017,89.5,E17020,5.61E+10,5.32E+05,A27239,NA,,NA,B32869,ERS6160747,Yes
Additional lysate aliquot,,Pl_415,12.2,SP7520,E200 ,Lys3043,44.9,E17021,5.43E+10,2.71E+05,A27240,NA,,NA,B32870,ERS6160748,Yes
Additional lysate aliquot,,Pl_415,12.2,SP7526,E206 ,Lys3049,59.1,E17022,8.91E+10,2.01E+05,A27241,NA,,NA,B32871,ERS6160749,No
Additional lysate aliquot,,Pl_415,11.4/12.1,SP7533,E213 ,Lys3056,70.4,E17023,5.13E+10,7.83E+05,A27242,NA,,NA,B32872,ERS6160750,Yes
Additional lysate aliquot,,Pl_415,12.1,SP7538,E218 ,Lys3062,55.2,E17024,6.14E+10,9.12E+05,A27243,NA,,NA,B32873,ERS6160751,No
Additional lysate aliquot,,Pl_415,,ENC,,,,E17026,1.03E+08,1.04E+06,A27245,NA,,NA,B32874,ERS6160752,No
Additional lysate aliquot,,Pl_415,,LNC,,,,,1.13E+08,1.09E+06,A27246,NA,,NA,B32875,ERS6160753,No
Additional lysate aliquot,,Pl_415,11.3,SP7541,E221 ,Lys3065,107.6,E17027,1.27E+11,2.72E+05,A27248,NA,,NA,B32876,ERS6160754,Yes
Additional lysate aliquot,,Pl_415,11.3,SP7542,E222 ,Lys3066,30.8,E17028,2.99E+10,1.51E+05,A27249,NA,,NA,B32877,ERS6160755,No
Additional lysate aliquot,,Pl_415,11.3,SP7546,E226 ,Lys3071,60.9,E17029,8.22E+10,1.50E+05,A27250,NA,,NA,B32878,ERS6160756,Yes
Additional lysate aliquot,,Pl_415,11.3,SP7547,E227 ,Lys3072,82.6,E17030,2.63E+10,6.23E+04,A27251,NA,,NA,B32879,ERS6160757,No
Additional lysate aliquot,,Pl_415,11.3,SP7549,E229 ,Lys3075,42.9,E17031,8.86E+10,2.17E+05,A27252,NA,,NA,B32880,ERS6160758,No
Additional lysate aliquot,,Pl_415,11.2,SP7550,E230 ,Lys3076,60.1,E17032,2.31E+11,6.09E+05,A27253,NA,,NA,B32881,ERS6160759,No
Additional lysate aliquot,,Pl_415,11.2,SP7552,E232 ,Lys3078,46.5,E17033,2.08E+11,5.89E+05,A27254,NA,,NA,B32882,ERS6160760,No
Additional lysate aliquot,,Pl_415,11.2,SP7557,E237 ,Lys3083,82.9,E17034,1.03E+11,3.35E+05,A27255,NA,,NA,B32883,ERS6160761,No
Additional lysate aliquot,,Pl_415,11.2,SP7558,E238 ,Lys3084,47.1,E17035,1.35E+11,5.10E+05,A27256,NA,,NA,B32885,ERS6160762,Yes
Additional lysate aliquot,,Pl_415,11.1,SP7562,E242 ,Lys3088,55.1,E17036,1.22E+11,8.21E+05,A27257,NA,,NA,B32886,ERS6160763,No
Additional lysate aliquot,,Pl_415,11.2,SP7564,E244 ,Lys3090,56.6,E17037,1.65E+11,5.02E+05,A27258,NA,,NA,B32887,ERS6160764,Yes
Additional lysate aliquot,,Pl_415,11.2,SP7565,E245 ,Lys3091,112,E17038,1.85E+11,5.58E+05,A27259,NA,,NA,B32888,ERS6160765,No
Additional lysate aliquot,,Pl_415,11.2,SP7567,E247 ,Lys3093,87.5,E17039,7.12E+10,2.71E+05,A27260,NA,,NA,B32889,ERS6160766,No
Additional lysate aliquot,,Pl_415,11.2,SP7570,E250 ,Lys3097,110.2,E17040,1.05E+11,4.26E+05,A27261,NA,,NA,B32890,ERS6160767,Yes
Additional lysate aliquot,,Pl_415,11.2,SP7571,E251 ,Lys3098,104.9,E17041,1.48E+11,4.85E+05,A27262,NA,,NA,B32891,ERS6160768,No
Additional lysate aliquot,,Pl_415,11.2,SP7572,E252 ,Lys3099,85,E17042,6.42E+10,1.46E+05,A27263,NA,,NA,B32892,ERS6160769,No
Additional lysate aliquot,,Pl_415,11.1/11.2,SP7573,E253 ,Lys3100,141.8,E17043,1.46E+11,5.14E+05,A27264,NA,,NA,B32893,ERS6160770,Yes
Additional lysate aliquot,,Pl_415,11.1,SP7574,E254 ,Lys3101,94.5,E17044,1.23E+11,4.92E+05,A27265,NA,,NA,B32894,ERS6160771,Yes
Additional lysate aliquot,,Pl_415,11.2,SP7575,E255 ,Lys3102,65.5,E17045,1.62E+11,6.20E+05,A27266,NA,,NA,B32895,ERS6160772,No
Additional lysate aliquot,,Pl_415,11.2,SP7576,E256 ,Lys3103,84.1,E17046,5.48E+10,2.76E+05,A27267,NA,,NA,B32896,ERS6160773,No
Additional lysate aliquot,,Pl_415,,ENC,,,,E17047,1.89E+10,8.59E+05,A27268,NA,,NA,,,
Additional lysate aliquot,,Pl_415,,LNC,,,,,1.18E+08,1.12E+06,A27269,NA,,NA,B32897,ERS6160774,No
Additional lysate aliquot,,Pl_415,11.2,SP7578,E258 ,Lys3105,62.2,E17048,7.60E+10,2.44E+05,A27272,NA,,NA,B32898,ERS6160775,No
Additional lysate aliquot,,Pl_415,20,SP6662,M7 ,LYS496,113.6,E17049,2.00E+10,3.31E+05,A27273,NA,,NA,B32899,ERS6160776,No
Additional lysate aliquot,,Pl_415,20,SP6663,M8 ,LYS497,53.6,E17050,1.80E+10,7.53E+05,A27274,NA,,NA,B32900,ERS6160777,Yes
Additional lysate aliquot,,Pl_415,19,SP6666,M11 ,LYS500,62.9,E17051,1.81E+11,5.25E+05,A27275,NA,,NA,B32901,ERS6160778,No
Additional lysate aliquot,,Pl_415,19,SP6673,M18 ,LYS507,46.4,E17052,1.35E+11,4.66E+05,A27276,NA,,NA,B32902,ERS6160779,No
Additional lysate aliquot,,Pl_415,19,SP6714,M59 ,LYS548,63.4,E17053,1.07E+11,2.82E+05,A27277,NA,,NA,B32903,ERS6160780,No
Additional lysate aliquot,,Pl_415,19,SP6720,M65 ,LYS554,54.3,E17054,1.13E+11,3.44E+05,A27278,NA,,NA,B32904,ERS6160781,Yes
Additional lysate aliquot,,Pl_415,20,SP6721,M66 ,LYS555,60.8,E17055,2.57E+10,5.32E+05,A27279,NA,,NA,B32905,ERS6160782,No
Additional lysate aliquot,,Pl_415,20,SP6725,M70 ,LYS559,68.8,E17056,6.02E+10,5.58E+05,A27280,NA,,NA,B32906,ERS6160783,No
Additional lysate aliquot,,Pl_415,20,SP6726,M71 ,LYS560,35.3,E17057,2.68E+10,5.21E+05,A27281,NA,,NA,B32907,ERS6160784,Yes
Additional lysate aliquot,,Pl_415,20,SP6727,M72 ,LYS561,81.8,E17058,3.03E+10,7.43E+05,A27282,NA,,NA,B32908,ERS6160785,Yes
Additional lysate aliquot,,Pl_415,20,SP6731,M76 ,LYS565,51.2,E17059,2.11E+10,9.15E+05,A27283,NA,,NA,B32909,ERS6160786,Yes
Additional lysate aliquot,,Pl_415,20,SP6737,M82 ,LYS571,45.9,E17060,9.88E+10,8.55E+05,A27284,NA,,NA,B32910,ERS6160787,No
Additional lysate aliquot,,Pl_415,22.2,SP6754,M99 ,LYS588,41.3,E17061,2.48E+10,9.92E+05,A27285,NA,,NA,B32911,ERS6160788,No
Additional lysate aliquot,,Pl_415,22.1,SP6770,M115 ,LYS604,99.3,E17062,4.75E+10,8.27E+05,A27286,NA,,NA,B32912,ERS6160789,No
Additional lysate aliquot,,Pl_415,,SP6821,,LYS655,70.6,E17063,5.03E+10,3.75E+05,A27287,NA,,NA,B32913,ERS6160790,No
Additional lysate aliquot,,Pl_415,20,SP6828,M174 ,LYS662,,E17064,7.11E+10,2.97E+05,A27288,NA,,NA,B32914,ERS6160791,No
Additional lysate aliquot,,Pl_415,14,SP6834,M180 ,LYS668,70.9,E17065,1.19E+11,4.65E+05,A27289,NA,,NA,B32915,ERS6160792,Yes
Additional lysate aliquot,,Pl_415,12.2,SP6850,M196 ,LYS684,50.5,E17066,6.98E+10,1.07E+05,A27290,NA,,NA,B32916,ERS6160793,No
Additional lysate aliquot,,Pl_415,11.3,SP6855,M201 ,LYS689,53.9,E17067,1.03E+11,1.88E+05,A27291,NA,,NA,B32917,ERS6160794,No
Additional lysate aliquot,,Pl_415,,ENC,,,,E17068,2.61E+10,9.91E+05,A27292,NA,,NA,,,
Additional lysate aliquot,,Pl_415,,ENC,,,,E17069,1.41E+08,1.09E+06,A27293,NA,,NA,B32918,ERS6160795,No
Additional lysate aliquot,,Pl_415,,LNC,,,,,1.20E+08,1.11E+06,A27294,NA,,NA,B32919,ERS6160796,No
Additional lysate aliquot,,Pl_415,12.2,SP6865,M211 ,LYS699,56.1,E17070,2.38E+11,5.09E+05,A27296,NA,,NA,B32920,ERS6160797,No
Additional lysate aliquot,,Pl_415,11.2,SP6873,M219 ,LYS707,55.7,E17071,2.06E+11,5.47E+05,A27297,NA,,NA,B32921,ERS6160798,Yes
Additional lysate aliquot,,Pl_415,20,SP6889,M235 ,LYS723,73.1,E17072,3.59E+10,3.80E+05,A27298,NA,,NA,B32922,ERS6160799,Yes
Additional lysate aliquot,,Pl_415,12.3,SP6890,M236 ,LYS724,61.3,E17073,9.64E+10,5.14E+05,A27299,NA,,NA,B32923,ERS6160800,Yes
Additional lysate aliquot,,Pl_415,12.2,SP6903,M249 ,LYS737,62.6,E17074,1.54E+11,2.09E+05,A27300,NA,,NA,B32924,ERS6160801,No
Additional lysate aliquot,,Pl_415,11.4,SP6905,M251 ,LYS739,69,E17075,5.09E+10,1.49E+05,A27301,NA,,NA,B32925,ERS6160802,Yes
Additional lysate aliquot,,Pl_415,11.2,SP6912,M258 ,LYS746,77.5,E17076,3.53E+10,6.80E+04,A27302,NA,,NA,B32926,ERS6160803,Yes
Additional lysate aliquot,,Pl_415,12.1,SP6917,M263 ,LYS751,70,E17077,1.40E+11,2.19E+05,A27303,NA,,NA,B32927,ERS6160804,No
